DateTime,Air temperature - average (°C),Relative humidity (%),Precipitation (mm),Solar radiation - horizontal (Wh/m²),Atmospheric pressure (kPa),Wind speed (m/s),Earth temperature (°C)
07-07-2019 19:00,21.02,65.75%,0,34.57,100.49,2.71,20.04
07-07-2019 20:00,20.08,68.38%,0,0,100.51,2.79,19.3
07-07-2019 21:00,19.84,68.50%,0,0,100.54,2.22,18.94
07-07-2019 22:00,19.72,68.69%,0,0,100.55,1.79,18.63
07-07-2019 23:00,19.32,71.31%,0,0,100.55,2.06,18.43
08-07-2019 00:00,18.9,74.25%,0,0,100.53,2.69,18.26
08-07-2019 01:00,18.55,76.81%,0.62,0,100.5,3.26,18.11
08-07-2019 02:00,18.33,78.31%,0.62,0,100.49,3.51,18.05
08-07-2019 03:00,18.18,78.88%,0.62,0,100.49,3.38,17.84
08-07-2019 04:00,18.12,79.00%,0,0,100.53,3.02,17.7
08-07-2019 05:00,18.47,79.38%,0,65.09,100.56,2.56,18.76
08-07-2019 06:00,19.65,74.44%,0,206.56,100.59,2.13,20.33
08-07-2019 07:00,20.76,65.94%,0,380.06,100.63,1.79,21.35
08-07-2019 08:00,21.6,61.75%,0,562.58,100.66,1.74,22.38
08-07-2019 09:00,22.21,59.25%,0,725.1,100.67,1.86,23.15
08-07-2019 10:00,22.59,57.56%,0,850.05,100.67,1.95,23.5
08-07-2019 11:00,22.95,56.50%,0,927.11,100.65,1.8,23.93
08-07-2019 12:00,23.33,54.88%,0,916.78,100.61,1.53,24.22
08-07-2019 13:00,23.65,53.00%,0,890.06,100.57,1.37,24.14
08-07-2019 14:00,23.97,51.06%,0,808.74,100.54,1.32,23.99
08-07-2019 15:00,24.26,48.81%,0,679.27,100.51,1.26,23.66
08-07-2019 16:00,24.44,47.25%,0,514.88,100.48,1.25,23.27
08-07-2019 17:00,24.23,48.12%,0,330.87,100.45,1.43,22.58
08-07-2019 18:00,23.38,54.56%,0,154.73,100.46,1.61,21.51
08-07-2019 19:00,22.1,63.06%,0,29.36,100.49,1.62,20.01
08-07-2019 20:00,21.51,64.56%,0,0,100.55,1.24,19.37
08-07-2019 21:00,20.81,67.69%,0,0,100.59,1.41,19.08
08-07-2019 22:00,20.34,69.06%,0,0,100.63,2.15,18.84
08-07-2019 23:00,19.77,70.69%,0,0,100.67,2.83,18.59
09-07-2019 00:00,19.18,70.44%,0,0,100.68,3.32,18.37
09-07-2019 01:00,18.63,71.19%,0.09,0,100.69,3.63,18.18
09-07-2019 02:00,18.23,73.81%,0.09,0,100.71,3.7,18.05
09-07-2019 03:00,17.95,76.44%,0.09,0,100.74,3.7,17.92
09-07-2019 04:00,17.69,79.25%,0,0,100.79,3.66,17.84
09-07-2019 05:00,17.9,80.44%,0,48.25,100.8,3.32,18.56
09-07-2019 06:00,18.69,79.56%,0.53,160.72,100.79,2.84,19.79
09-07-2019 07:00,19.36,78.56%,0.06,294.77,100.81,1.91,20.69
09-07-2019 08:00,21.2,68.69%,0,475.2,100.83,1.23,22.08
09-07-2019 09:00,23.04,57.12%,0,678.16,100.81,0.83,23.45
09-07-2019 10:00,24.07,50.44%,0,792.62,100.8,0.89,24.32
09-07-2019 11:00,24.63,48.00%,0,864.73,100.77,1.23,24.69
09-07-2019 12:00,25,46.81%,0,745.47,100.72,1.5,24.83
09-07-2019 13:00,25.25,45.75%,0,795.95,100.66,1.64,24.69
09-07-2019 14:00,25.44,44.75%,0,736.16,100.6,1.68,24.46
09-07-2019 15:00,25.62,43.44%,0,624.2,100.56,1.49,24.11
09-07-2019 16:00,25.66,42.75%,0,400.23,100.54,1.15,23.62
09-07-2019 17:00,25.33,44.00%,0,251.99,100.53,0.94,22.87
09-07-2019 18:00,24.33,50.38%,0,121.94,100.55,0.99,21.7
09-07-2019 19:00,22.71,60.31%,0,24.82,100.56,1.27,20.3
09-07-2019 20:00,21.8,64.56%,0,0,100.57,1.52,19.71
09-07-2019 21:00,21.22,68.50%,0,0,100.58,1.67,19.4
09-07-2019 22:00,20.68,72.12%,0,0,100.56,1.96,19.15
09-07-2019 23:00,20.21,75.00%,0,0,100.53,2.42,18.97
10-07-2019 00:00,19.83,80.00%,0,0,100.5,2.59,18.8
10-07-2019 01:00,19.65,84.06%,0.11,0,100.48,2.32,18.64
10-07-2019 02:00,19.77,85.56%,0.11,0,100.48,1.64,18.53
10-07-2019 03:00,20.12,82.69%,0.11,0,100.49,0.8,18.44
10-07-2019 04:00,20.14,82.88%,0,0,100.51,0.53,18.48
10-07-2019 05:00,20.01,84.62%,0.01,44.95,100.52,1.08,19.52
10-07-2019 06:00,20.39,85.62%,0,153.3,100.51,1.67,20.58
10-07-2019 07:00,20.85,86.25%,0.01,336.67,100.5,1.9,21.42
10-07-2019 08:00,21.97,82.19%,0.03,516.58,100.47,1.55,22.62
10-07-2019 09:00,24.38,66.12%,0.03,671.18,100.44,1.31,23.94
10-07-2019 10:00,25.91,59.94%,0.02,789.54,100.41,1.39,24.98
10-07-2019 11:00,26.81,57.19%,0.05,852.88,100.37,1.7,25.45
10-07-2019 12:00,27.24,56.44%,0.11,864.11,100.31,2.12,25.46
10-07-2019 13:00,27.32,56.94%,0.13,853.98,100.25,2.49,25.1
10-07-2019 14:00,27.54,56.94%,0.03,780.04,100.2,2.76,25.36
10-07-2019 15:00,27.94,55.94%,0.03,655.15,100.16,2.77,25.36
10-07-2019 16:00,27.99,56.12%,0.01,506.22,100.12,2.79,25.03
10-07-2019 17:00,27.65,57.69%,0.01,327.35,100.1,2.87,24.37
10-07-2019 18:00,26.97,60.62%,0,150.87,100.1,2.6,23.44
10-07-2019 19:00,25.76,66.44%,0,29.03,100.1,2.02,22.32
10-07-2019 20:00,24.99,69.19%,0,0,100.08,1.75,21.81
10-07-2019 21:00,24.08,73.56%,0,0,100.05,1.87,21.4
10-07-2019 22:00,23.22,78.56%,0,0,100.01,2.21,21.23
10-07-2019 23:00,22.63,82.50%,0,0,99.99,2.42,21.15
11-07-2019 00:00,22.29,85.00%,1.81,0,99.96,2.39,21.01
11-07-2019 01:00,22.12,87.00%,0.03,0,99.92,2.42,20.96
11-07-2019 02:00,22.01,88.56%,0.04,0,99.88,2.54,21.02
11-07-2019 03:00,22.02,89.62%,0.04,0,99.84,2.86,21.16
11-07-2019 04:00,21.92,91.25%,0.04,0,99.82,3.21,21.15
11-07-2019 05:00,21.94,92.44%,0.04,22.53,99.8,3.86,21.34
11-07-2019 06:00,22.08,93.00%,0.04,92.83,99.81,4.55,21.69
11-07-2019 07:00,22.36,92.25%,0.04,219.62,99.82,3.71,22.19
11-07-2019 08:00,22.93,89.94%,0.05,258.01,99.78,2.31,22.72
11-07-2019 09:00,23.55,87.75%,0.06,393.44,99.73,3.72,23.11
11-07-2019 10:00,24.37,85.06%,0.07,461.62,99.68,5,23.94
11-07-2019 11:00,25.39,79.94%,0.07,790.33,99.63,5.75,24.76
11-07-2019 12:00,26.37,74.19%,0.07,728.57,99.58,6.16,25.61
11-07-2019 13:00,27.04,69.06%,0.08,589.17,99.52,6.35,25.76
11-07-2019 14:00,27.33,65.19%,0.12,516.52,99.48,6.42,25.55
11-07-2019 15:00,27.19,63.25%,0.15,489.65,99.47,6.24,25.05
11-07-2019 16:00,26.75,62.56%,0.08,357.84,99.47,6.07,24.48
11-07-2019 17:00,25.89,63.62%,0.02,252.97,99.5,6.37,23.86
11-07-2019 18:00,24.33,66.69%,0,137.28,99.59,7.17,22.71
11-07-2019 19:00,22.73,69.62%,0,29.48,99.68,7.41,21.61
11-07-2019 20:00,21.7,70.81%,0,0,99.73,6.61,21.02
11-07-2019 21:00,20.77,71.44%,0,0,99.77,6.36,20.6
11-07-2019 22:00,19.73,74.12%,0,0,99.78,6.02,20.24
11-07-2019 23:00,18.94,77.94%,0,0,99.78,5.57,19.98
12-07-2019 00:00,18.48,80.94%,0,0,99.77,5.37,19.8
12-07-2019 01:00,18.18,83.25%,0.02,0,99.76,5.04,19.66
12-07-2019 02:00,18.03,85.25%,0.01,0,99.76,4.56,19.51
12-07-2019 03:00,18.07,86.75%,0.02,0,99.79,4.24,19.46
12-07-2019 04:00,18.28,88.12%,0.04,0,99.83,4.16,19.55
12-07-2019 05:00,18.82,88.12%,0.02,52.56,99.87,4.26,20.08
12-07-2019 06:00,19.58,86.38%,0.02,159.68,99.9,4.12,20.84
12-07-2019 07:00,20.8,80.75%,0.01,315.4,99.92,3.53,22
12-07-2019 08:00,22.08,75.12%,0.01,404.2,99.94,2.99,23.14
12-07-2019 09:00,22.99,73.38%,0.02,383.12,99.93,2.83,23.83
12-07-2019 10:00,23.6,70.12%,0.04,373.27,99.93,2.98,24.23
12-07-2019 11:00,24.09,67.06%,0.07,419.62,99.93,3.13,24.58
12-07-2019 12:00,24.5,64.69%,0.07,435.76,99.94,3.22,24.62
12-07-2019 13:00,24.94,62.50%,0.06,442.22,99.92,3.26,24.94
12-07-2019 14:00,25.15,61.12%,0.04,462.05,99.92,3.28,24.78
12-07-2019 15:00,25.16,60.38%,0.02,418.8,99.92,3.31,24.45
12-07-2019 16:00,25.16,59.25%,0,321.49,99.92,3.41,24.19
12-07-2019 17:00,24.89,59.00%,0,240.69,99.93,3.55,23.55
12-07-2019 18:00,24.27,60.25%,0,132.35,99.96,3.46,22.59
12-07-2019 19:00,22.92,66.00%,0,30.96,99.99,2.84,21.14
12-07-2019 20:00,21.83,68.75%,0,0,100.04,2.9,20.4
12-07-2019 21:00,21.16,66.88%,0,0,100.09,3.46,20.06
12-07-2019 22:00,20.5,65.81%,0,0,100.13,3.75,19.75
12-07-2019 23:00,19.94,66.56%,0,0,100.16,3.37,19.47
13-07-2019 00:00,19.55,67.69%,0,0,100.17,2.98,19.25
13-07-2019 01:00,19.23,68.81%,0,0,100.19,2.95,19.08
13-07-2019 02:00,18.94,70.19%,0,0,100.2,3.24,18.97
13-07-2019 03:00,18.73,71.00%,0,0,100.21,3.47,18.88
13-07-2019 04:00,18.72,72.19%,0,0,100.22,3.66,19.08
13-07-2019 05:00,19.24,73.38%,0.01,52.12,100.23,3.91,19.85
13-07-2019 06:00,19.99,75.25%,0,197.55,100.22,4.23,20.65
13-07-2019 07:00,21.3,77.12%,0,370.8,100.18,4.82,21.83
13-07-2019 08:00,22.91,75.81%,0,525.19,100.19,5.25,23
13-07-2019 09:00,23.9,71.88%,0,689.02,100.2,4.91,23.41
13-07-2019 10:00,24.58,68.31%,0.02,745.68,100.13,4.6,24.18
13-07-2019 11:00,24.46,68.88%,0.08,801.84,100.1,5.25,23.23
13-07-2019 12:00,24.9,67.56%,0.13,724.95,100.04,6.09,23.82
13-07-2019 13:00,25.74,64.25%,0.15,683.07,99.98,6.93,24.37
13-07-2019 14:00,26.25,63.31%,0.24,505.69,99.92,7.36,24.14
13-07-2019 15:00,26.48,64.75%,0.38,423.83,99.87,7.55,24.23
13-07-2019 16:00,26.43,66.69%,0.44,355.3,99.84,7.26,23.95
13-07-2019 17:00,26.15,68.25%,0.4,247.8,99.84,6.45,23.58
13-07-2019 18:00,25.54,70.44%,0.29,123.95,99.89,5.52,22.94
13-07-2019 19:00,24.47,74.00%,0.14,25.88,99.94,4.84,21.92
13-07-2019 20:00,23.44,76.19%,0.05,0,100.03,4.69,21.26
13-07-2019 21:00,22.47,76.31%,0.03,0,100.1,5,20.82
13-07-2019 22:00,21.54,74.06%,0.01,0,100.16,5.66,20.37
13-07-2019 23:00,20.89,72.81%,0,0,100.22,6.01,20.07
14-07-2019 00:00,20.27,73.94%,0,0,100.27,5.97,19.75
14-07-2019 01:00,19.34,77.38%,0.29,0,100.31,6,19.31
14-07-2019 02:00,18.17,83.62%,0.34,0,100.34,6.25,18.87
14-07-2019 03:00,17.3,89.38%,0.37,0,100.38,6.26,18.67
14-07-2019 04:00,17.01,92.38%,0.17,0,100.43,5.88,18.65
14-07-2019 05:00,17.4,92.50%,0.19,56.06,100.47,5.69,19.09
14-07-2019 06:00,18.58,89.81%,0.1,215.91,100.52,5.53,19.9
14-07-2019 07:00,20.19,84.00%,0.12,407.02,100.56,5.05,20.94
14-07-2019 08:00,21.93,72.94%,0.01,588.87,100.6,4.36,22.27
14-07-2019 09:00,23.02,65.19%,0.01,742.23,100.6,3.68,23.26
14-07-2019 10:00,23.73,60.62%,0.02,858.86,100.6,3.45,23.99
14-07-2019 11:00,24.37,57.25%,0,926.06,100.63,3.6,24.48
14-07-2019 12:00,25.04,53.81%,0,931.73,100.62,3.54,24.8
14-07-2019 13:00,25.64,50.56%,0,902.73,100.6,3.46,24.96
14-07-2019 14:00,26.03,48.19%,0.02,826.49,100.58,3.29,24.87
14-07-2019 15:00,26.17,46.94%,0.02,705.05,100.56,3.21,24.61
14-07-2019 16:00,26.03,47.06%,0.01,489.48,100.55,3.27,24.09
14-07-2019 17:00,25.54,48.88%,0,348.25,100.57,3.43,23.31
14-07-2019 18:00,24.68,52.75%,0,164.82,100.61,3.31,22.25
14-07-2019 19:00,23.02,61.75%,0,31.31,100.64,2.87,20.67
14-07-2019 20:00,21.76,67.25%,0,0,100.69,2.97,19.96
14-07-2019 21:00,20.94,70.56%,0,0,100.71,3.07,19.61
14-07-2019 22:00,20.29,70.75%,0,0,100.73,3.45,19.28
14-07-2019 23:00,19.67,71.06%,0,0,100.75,3.91,19
15-07-2019 00:00,19.05,75.06%,0,0,100.76,3.77,18.73
15-07-2019 01:00,18.49,79.38%,0,0,100.76,3.33,18.47
15-07-2019 02:00,18.13,82.81%,0,0,100.75,2.67,18.3
15-07-2019 03:00,17.9,85.69%,0,0,100.75,1.86,18.03
15-07-2019 04:00,17.83,87.69%,0,0,100.78,1.32,18.07
15-07-2019 05:00,18.08,86.38%,0,45.83,100.84,1.05,18.91
15-07-2019 06:00,18.87,80.50%,0,209.22,100.87,1.06,20.27
15-07-2019 07:00,20.39,68.38%,0,378.76,100.89,0.2,21.74
15-07-2019 08:00,21.69,62.75%,0,538.87,100.91,1.06,22.68
15-07-2019 09:00,22.51,61.19%,0,644.55,100.91,1.29,23.47
15-07-2019 10:00,23.23,57.19%,0,812.99,100.83,1.29,24.29
15-07-2019 11:00,23.55,56.31%,0,848.54,100.79,1.88,24.23
15-07-2019 12:00,23.75,54.31%,0,847.85,100.77,2.08,23.67
15-07-2019 13:00,24.05,52.50%,0,867.33,100.74,2.25,23.65
15-07-2019 14:00,24.48,50.75%,0.02,725.41,100.7,2.38,23.94
15-07-2019 15:00,24.8,50.69%,0.02,586.98,100.65,2.73,24.15
15-07-2019 16:00,24.89,50.69%,0,407.49,100.61,3.06,23.73
15-07-2019 17:00,24.59,52.25%,0,234.16,100.57,3.2,22.8
15-07-2019 18:00,23.89,56.81%,0,106.73,100.58,2.97,21.99
15-07-2019 19:00,23.03,62.00%,0,19.59,100.58,2.73,21.26
15-07-2019 20:00,22.42,64.25%,0,0,100.58,2.91,20.76
15-07-2019 21:00,22.14,64.94%,0,0,100.54,3.28,20.58
15-07-2019 22:00,21.93,66.31%,0,0,100.51,3.44,20.49
15-07-2019 23:00,21.75,68.38%,0,0,100.47,3.57,20.44
16-07-2019 00:00,21.74,70.12%,0.02,0,100.42,3.87,20.62
16-07-2019 01:00,21.73,72.56%,0.01,0,100.38,4.47,20.76
16-07-2019 02:00,21.63,76.56%,0.04,0,100.32,4.82,20.8
16-07-2019 03:00,21.41,81.25%,0.04,0,100.29,5.08,20.72
16-07-2019 04:00,21.23,84.81%,0.01,0,100.31,5.33,20.67
16-07-2019 05:00,21.24,87.44%,0,41.93,100.34,5.73,20.9
16-07-2019 06:00,21.75,88.88%,0,176.16,100.35,5.39,21.69
16-07-2019 07:00,22.92,86.31%,0,358.14,100.37,4.71,22.86
16-07-2019 08:00,25.03,73.94%,0,520.62,100.36,5.35,24.23
16-07-2019 09:00,26.54,63.06%,0,649.3,100.34,5.73,25.16
16-07-2019 10:00,27.29,59.19%,0,723.26,100.31,6.03,25.82
16-07-2019 11:00,27.74,58.25%,0,614.33,100.27,6.67,26.17
16-07-2019 12:00,27.96,58.69%,0.01,607.59,100.27,7.45,26.21
16-07-2019 13:00,27.86,60.50%,0.02,570.97,100.25,8.06,25.94
16-07-2019 14:00,27.48,62.12%,0.04,470.8,100.22,8.43,25.26
16-07-2019 15:00,26.99,63.12%,0.05,370.91,100.19,8.59,24.67
16-07-2019 16:00,26.27,65.44%,0.05,283,100.17,8.85,24.04
16-07-2019 17:00,25.19,70.38%,0.04,180.71,100.18,8.95,23.33
16-07-2019 18:00,23.99,78.00%,0.09,93.29,100.2,7.99,22.5
16-07-2019 19:00,22.94,85.56%,0.16,16.45,100.22,6.74,21.8
16-07-2019 20:00,22.4,90.12%,0.18,0,100.24,6.27,21.46
16-07-2019 21:00,22.23,92.25%,0.14,0,100.24,5.76,21.33
16-07-2019 22:00,22.19,93.25%,0.15,0,100.22,5.27,21.27
16-07-2019 23:00,22.33,93.00%,0.28,0,100.2,5.35,21.26
17-07-2019 00:00,22.4,93.06%,0.49,0,100.16,5.11,21.26
17-07-2019 01:00,22.37,93.94%,5.29,0,100.11,4.8,21.26
17-07-2019 02:00,22.32,94.81%,2.04,0,100.08,4.41,21.21
17-07-2019 03:00,22.27,95.25%,0.49,0,100.07,4.02,21.17
17-07-2019 04:00,22.16,95.69%,0.17,0,100.08,3.64,21.12
17-07-2019 05:00,22.16,95.75%,0.25,15.27,100.09,3.19,21.22
17-07-2019 06:00,22.29,95.44%,0.41,32.02,100.09,2.93,21.39
17-07-2019 07:00,22.44,95.19%,0.62,47.87,100.1,2.6,21.57
17-07-2019 08:00,22.73,94.69%,0.84,138.05,100.1,2.38,21.83
17-07-2019 09:00,23.1,93.62%,1,148.37,100.07,2.38,22.06
17-07-2019 10:00,23.34,92.69%,0.84,248.83,100.06,2.39,22.21
17-07-2019 11:00,23.54,91.50%,0.65,346,100.06,2.07,22.31
17-07-2019 12:00,23.79,89.75%,0.62,563.71,100.06,1.47,22.44
17-07-2019 13:00,24.28,86.75%,0.68,661.3,100.04,0.54,22.8
17-07-2019 14:00,25.16,81.56%,0.61,606.84,100.02,0.34,23.73
17-07-2019 15:00,25.73,77.06%,0.45,569.2,100.01,1.01,23.85
17-07-2019 16:00,25.77,75.69%,0.21,433.73,100.01,1.6,23.65
17-07-2019 17:00,25.66,75.38%,0.07,267.7,100.01,1.91,23.48
17-07-2019 18:00,25.27,77.00%,0.03,122.16,100.03,1.91,22.9
17-07-2019 19:00,24.22,83.25%,0.01,22.66,100.06,1.62,21.83
17-07-2019 20:00,23.72,85.25%,0,0,100.12,1.28,21.36
17-07-2019 21:00,23.16,88.31%,0,0,100.15,1.35,21.19
17-07-2019 22:00,22.29,93.00%,0,0,100.17,1.81,21.01
17-07-2019 23:00,21.73,96.31%,0,0,100.21,2.19,20.91
18-07-2019 00:00,21.52,97.75%,0,0,100.23,2.52,20.86
18-07-2019 01:00,21.48,97.69%,0.46,0,100.24,2.97,20.84
18-07-2019 02:00,21.4,97.44%,0.56,0,100.25,3.2,20.77
18-07-2019 03:00,21.23,97.25%,0.56,0,100.28,3.15,20.63
18-07-2019 04:00,21.03,96.88%,0.53,0,100.32,3.16,20.5
18-07-2019 05:00,21.17,95.06%,0.46,29.84,100.32,3.6,20.86
18-07-2019 06:00,21.37,93.12%,0.35,89.05,100.32,3.67,21.33
18-07-2019 07:00,21.79,90.06%,0.12,217.85,100.34,3.21,21.95
18-07-2019 08:00,22.65,83.62%,0.06,373.39,100.35,2.96,23.04
18-07-2019 09:00,23.54,78.69%,0.1,428.37,100.35,2.4,24.1
18-07-2019 10:00,24.22,75.50%,0.08,615.9,100.32,1.92,24.82
18-07-2019 11:00,24.76,73.00%,0.04,672.09,100.27,1.5,25.33
18-07-2019 12:00,25.21,70.75%,0.02,735.45,100.23,1.23,25.48
18-07-2019 13:00,25.62,68.56%,0,792.67,100.17,1.28,25.59
18-07-2019 14:00,25.69,68.19%,0.01,760.54,100.11,1.68,25.31
18-07-2019 15:00,25.48,69.19%,0.03,651.54,100.03,2.27,24.83
18-07-2019 16:00,25.26,70.19%,0,423.74,99.96,2.84,24.33
18-07-2019 17:00,25.15,70.62%,0,311,99.92,3.09,23.8
18-07-2019 18:00,24.9,71.81%,0,130.94,99.91,3,23.14
18-07-2019 19:00,24.01,77.06%,0,20.5,99.91,2.84,22.24
18-07-2019 20:00,23.28,81.38%,0,0,99.91,2.89,21.94
18-07-2019 21:00,23.01,83.12%,0.01,0,99.89,2.92,21.89
18-07-2019 22:00,23.02,83.31%,0.04,0,99.86,3.31,21.9
18-07-2019 23:00,23.18,82.75%,0.07,0,99.83,4.21,21.87
19-07-2019 00:00,23.21,83.38%,0.02,0,99.8,5.36,21.9
19-07-2019 01:00,22.96,86.94%,0,0,99.76,5.9,21.94
19-07-2019 02:00,22.86,90.19%,0,0,99.73,6.03,21.96
19-07-2019 03:00,22.85,92.44%,0.01,0,99.71,5.95,21.99
19-07-2019 04:00,22.85,94.00%,0.01,0,99.72,5.72,22.01
19-07-2019 05:00,23.07,94.00%,0.02,38.29,99.75,5.55,22.4
19-07-2019 06:00,23.57,92.81%,0.07,169.99,99.77,5.05,23.12
19-07-2019 07:00,24.43,89.62%,0.14,318.85,99.82,4.9,23.81
19-07-2019 08:00,25.48,85.31%,0.22,437.3,99.85,4.69,24.61
19-07-2019 09:00,26.62,80.44%,0.25,517.73,99.83,4.16,25.74
19-07-2019 10:00,27.06,78.38%,0.27,628.55,99.81,4.37,25.87
19-07-2019 11:00,27.21,78.06%,0.31,567.59,99.81,4.92,25.84
19-07-2019 12:00,27.06,79.56%,0.41,94.01,99.8,5.45,25.33
19-07-2019 13:00,26.9,81.56%,0.39,103.05,99.78,5.91,25.18
19-07-2019 14:00,26.82,83.12%,0.3,459.23,99.76,6.13,25.08
19-07-2019 15:00,26.71,84.56%,0.26,437.06,99.75,6.18,24.89
19-07-2019 16:00,26.52,85.75%,0.22,331.65,99.75,5.9,24.6
19-07-2019 17:00,26.35,86.25%,0.2,192.47,99.77,5.7,24.38
19-07-2019 18:00,26.09,87.00%,0.16,86.71,99.78,5.54,24.12
19-07-2019 19:00,25.58,89.19%,0.15,17.37,99.8,5.1,23.72
19-07-2019 20:00,25.14,91.06%,0.16,0,99.84,4.83,23.53
19-07-2019 21:00,24.85,92.12%,0.21,0,99.86,4.65,23.41
19-07-2019 22:00,24.65,93.06%,0.29,0,99.84,4.62,23.33
19-07-2019 23:00,24.47,94.31%,0.49,0,99.83,4.68,23.26
20-07-2019 00:00,24.31,95.44%,0.77,0,99.8,4.67,23.18
20-07-2019 01:00,24.16,96.19%,0.52,0,99.75,4.65,23.08
20-07-2019 02:00,24.09,96.31%,0.31,0,99.75,4.68,23.02
20-07-2019 03:00,24.05,96.31%,0.27,0,99.78,4.54,23
20-07-2019 04:00,24.21,95.12%,0.17,0,99.83,4.82,23.03
20-07-2019 05:00,24.31,94.31%,0.1,20.07,99.83,4.46,23.14
20-07-2019 06:00,24.46,94.06%,0.06,75.88,99.8,4.57,23.46
20-07-2019 07:00,24.64,93.81%,0.05,176.23,99.8,5,23.69
20-07-2019 08:00,25.08,92.00%,0.06,256.6,99.78,5.43,24.13
20-07-2019 09:00,26.03,86.69%,0.04,446.63,99.71,6.03,25.2
20-07-2019 10:00,27.01,80.12%,0.04,706.95,99.68,6.28,25.95
20-07-2019 11:00,27.84,73.75%,0.05,815.48,99.68,6.3,26.51
20-07-2019 12:00,28.64,68.44%,0.05,808.34,99.7,6.38,27
20-07-2019 13:00,29.26,65.50%,0.04,721.65,99.7,6.49,27.28
20-07-2019 14:00,29.56,64.31%,0.03,442.54,99.69,6.61,27.22
20-07-2019 15:00,29.37,65.06%,0.04,555.62,99.68,6.64,26.8
20-07-2019 16:00,28.62,68.19%,0.05,441.4,99.69,6.32,25.98
20-07-2019 17:00,27.79,72.06%,0.07,267.48,99.7,5.5,25.32
20-07-2019 18:00,26.95,76.56%,0.05,117.04,99.72,4.51,24.69
20-07-2019 19:00,26.03,81.75%,0.03,21.26,99.75,3.72,23.98
20-07-2019 20:00,25.27,86.38%,0.04,0,99.77,4.08,23.63
20-07-2019 21:00,24.64,90.62%,0.03,0,99.74,4.94,23.37
20-07-2019 22:00,24.19,93.94%,0.02,0,99.68,5.8,23.09
20-07-2019 23:00,23.97,95.44%,0.03,0,99.63,6.21,22.93
21-07-2019 00:00,23.82,95.62%,0.08,0,99.62,6.23,22.83
21-07-2019 01:00,23.65,95.38%,0.42,0,99.68,6.13,22.71
21-07-2019 02:00,23.41,94.62%,0.48,0,99.73,5.86,22.53
21-07-2019 03:00,22.65,89.31%,0.22,0,99.8,6.62,21.98
21-07-2019 04:00,21.35,84.88%,0.06,0,99.87,5.57,21.51
21-07-2019 05:00,21.19,82.44%,0,32.34,99.9,4.03,21.65
21-07-2019 06:00,21.8,78.44%,0,114.3,99.94,4.06,22.24
21-07-2019 07:00,22.81,73.00%,0.04,209.92,100.05,5.48,23.04
21-07-2019 08:00,23.52,68.44%,0.17,342.23,100.13,6.21,23.41
21-07-2019 09:00,23.67,66.31%,0.02,531.95,100.16,5.81,23.25
21-07-2019 10:00,23.44,66.25%,0.01,645.46,100.12,4.09,23.3
21-07-2019 11:00,24.43,62.00%,0,664.84,100.09,3.49,25.27
21-07-2019 12:00,25.57,60.62%,0,779.59,100.04,3.11,26.15
21-07-2019 13:00,26.44,57.81%,0,785.98,100.04,3.6,26.32
21-07-2019 14:00,27.05,55.75%,0,752.75,100,3.98,26.32
21-07-2019 15:00,27.33,54.56%,0,621.27,99.97,4.25,26.15
21-07-2019 16:00,27.13,55.00%,0,510.63,99.96,4.54,25.54
21-07-2019 17:00,26.56,56.25%,0,325.04,99.99,4.84,24.71
21-07-2019 18:00,25.57,58.56%,0.01,159.07,100.07,5.02,23.66
21-07-2019 19:00,24.19,61.50%,0.04,21.98,100.14,4.87,22.37
21-07-2019 20:00,23.01,63.25%,0,0,100.2,4.86,21.61
21-07-2019 21:00,22.25,64.06%,0,0,100.21,4.78,21.22
21-07-2019 22:00,21.61,65.62%,0,0,100.2,4.67,20.92
21-07-2019 23:00,21.01,67.94%,0,0,100.16,4.53,20.71
22-07-2019 00:00,20.47,70.94%,0,0,100.11,4.24,20.57
22-07-2019 01:00,20.15,73.75%,0,0,100.1,3.99,20.61
22-07-2019 02:00,19.96,76.44%,0.04,0,100.1,3.9,20.68
22-07-2019 03:00,19.89,77.75%,0.14,0,100.13,2.78,20.9
22-07-2019 04:00,19.89,77.12%,0.22,0,100.13,1.03,20.9
22-07-2019 05:00,19.98,77.75%,0.2,19.34,100.15,0.76,21.05
22-07-2019 06:00,20.16,76.62%,0.13,76.91,100.15,1.66,21.28
22-07-2019 07:00,20.24,74.06%,0.04,169.19,100.15,2.15,21.69
22-07-2019 08:00,20.67,68.25%,0.01,296.55,100.12,2.22,22.64
22-07-2019 09:00,21.56,61.88%,0,377.57,100.09,1.92,23.62
22-07-2019 10:00,22.35,57.88%,0,419.69,100.07,1.46,24.56
22-07-2019 11:00,22.83,57.94%,0,575.06,100.04,1.42,24.9
22-07-2019 12:00,23.33,58.69%,0,594.41,100.01,2,25.31
22-07-2019 13:00,23.55,60.00%,0,657.96,99.97,2.5,25.14
22-07-2019 14:00,23.54,61.25%,0.01,473.3,99.95,2.54,24.62
22-07-2019 15:00,23.43,62.31%,0.02,321.34,99.92,1.85,24.04
22-07-2019 16:00,23.33,62.19%,0.03,119.3,99.91,1.08,23.3
22-07-2019 17:00,22.97,65.31%,0.04,85.68,99.93,1.07,22.78
22-07-2019 18:00,22.51,70.62%,0.03,42.93,99.94,1.89,22.33
22-07-2019 19:00,22.26,73.19%,0.02,12.88,99.96,2.21,22
22-07-2019 20:00,22.11,73.38%,0.02,0,100.01,2.97,21.76
22-07-2019 21:00,21.76,72.25%,0.02,0,100.05,4.23,21.46
