DateTime,Air temperature - average (°C),Relative humidity (%),Precipitation (mm),Solar radiation - horizontal (Wh/m²),Atmospheric pressure (kPa),Wind speed (m/s),Earth temperature (°C)
31-12-2018 19:00,3.72,96.81%,2.36,0,99.27,7.49,3.4
31-12-2018 20:00,3.11,96.75%,1.47,0,99.04,6.63,3.02
31-12-2018 21:00,3.51,97.94%,0.25,0,98.8,4.29,3.17
31-12-2018 22:00,4.49,98.75%,0.19,0,98.56,4.37,3.37
31-12-2018 23:00,6.1,99.00%,0.13,0,98.39,9.2,3.99
01-01-2019 00:00,7.7,96.94%,0.12,0,98.32,12.63,4.82
01-01-2019 01:00,7.61,95.00%,2.06,0,98.43,13.95,4.88
01-01-2019 02:00,6.04,92.81%,0.47,0,98.58,13.96,4.32
01-01-2019 03:00,3.64,91.62%,0.11,0,98.84,12.21,3.46
01-01-2019 04:00,1.82,87.12%,0,0,99.17,10.36,2.57
01-01-2019 05:00,1.51,85.75%,0,0,99.56,9.37,2.36
01-01-2019 06:00,1.39,84.62%,0,0,99.97,9.91,2.33
01-01-2019 07:00,0.91,83.19%,0,0,100.27,9.86,2.19
01-01-2019 08:00,0.55,80.56%,0.01,44.69,100.53,9.51,2.29
01-01-2019 09:00,0.46,77.56%,0,120.91,100.71,9.02,2.66
01-01-2019 10:00,0.49,74.81%,0,218.93,100.79,8.46,3.03
01-01-2019 11:00,0.64,72.56%,0.01,311.99,100.84,8.2,3.29
01-01-2019 12:00,0.73,70.88%,0.05,315.34,100.87,7.99,3.36
01-01-2019 13:00,0.69,70.00%,0.05,286.45,100.92,7.67,3.21
01-01-2019 14:00,0.46,69.75%,0.03,241.98,101.02,7.5,2.85
01-01-2019 15:00,-0.01,70.44%,0.01,115.42,101.13,7.24,2.28
01-01-2019 16:00,-0.88,72.88%,0.01,25.58,101.25,6.61,1.52
01-01-2019 17:00,-1.78,74.69%,0,0,101.34,6.15,1.08
01-01-2019 18:00,-2.52,75.56%,0,0,101.39,5.86,0.8
01-01-2019 19:00,-3.12,75.50%,0,0,101.45,5.4,0.62
01-01-2019 20:00,-3.59,74.88%,0,0,101.46,4.76,0.55
01-01-2019 21:00,-4.01,74.19%,0,0,101.44,4.14,0.47
01-01-2019 22:00,-4.38,74.50%,0,0,101.43,3.77,0.34
01-01-2019 23:00,-4.77,75.88%,0,0,101.41,3.21,0.13
02-01-2019 00:00,-4.97,76.31%,0,0,101.43,2.93,0.13
02-01-2019 01:00,-4.97,75.75%,0,0,101.51,3.01,0.31
02-01-2019 02:00,-5.21,77.69%,0,0,101.57,3.06,-0.06
02-01-2019 03:00,-5.51,79.19%,0,0,101.58,3.17,-0.38
02-01-2019 04:00,-5.72,79.19%,0,0,101.58,3.1,-0.51
02-01-2019 05:00,-5.88,78.50%,0,0,101.62,2.86,-0.62
02-01-2019 06:00,-5.96,76.56%,0,0,101.68,2.35,-0.7
02-01-2019 07:00,-5.92,73.69%,0,0,101.69,1.85,-0.74
02-01-2019 08:00,-5.44,71.19%,0,46.39,101.68,1.7,-0.01
02-01-2019 09:00,-4.3,68.38%,0,144.4,101.66,1.86,1.35
02-01-2019 10:00,-3.42,66.88%,0,193.87,101.61,1.84,2.16
02-01-2019 11:00,-2.83,66.69%,0,245.12,101.51,1.78,2.54
02-01-2019 12:00,-2.41,67.31%,0,195.33,101.37,1.8,2.58
02-01-2019 13:00,-1.97,69.25%,0,159.51,101.23,2.11,2.62
02-01-2019 14:00,-1.65,71.81%,0.01,102.72,101.08,2.45,2.45
02-01-2019 15:00,-1.38,74.50%,0.02,38.3,100.95,2.74,2.17
02-01-2019 16:00,-1.24,78.31%,0.05,22.6,100.89,2.6,1.76
02-01-2019 17:00,-0.88,81.06%,0.07,0,100.78,3.11,1.76
02-01-2019 18:00,-0.43,82.31%,0.09,0,100.67,3.72,1.76
02-01-2019 19:00,-0.03,83.31%,0.11,0,100.56,3.86,1.78
02-01-2019 20:00,0.32,84.44%,0.14,0,100.42,3.58,1.87
02-01-2019 21:00,0.52,86.31%,0.13,0,100.26,3.5,1.88
02-01-2019 22:00,0.74,88.81%,0.16,0,100.09,3.59,1.9
02-01-2019 23:00,1.01,91.94%,0.23,0,99.98,3.46,1.98
03-01-2019 00:00,1.34,94.56%,0.17,0,99.94,4.22,2.14
03-01-2019 01:00,1.34,95.88%,1.71,0,99.95,6.28,2.27
03-01-2019 02:00,0.8,93.69%,0.39,0,100.05,7.78,2.1
03-01-2019 03:00,0.05,91.62%,0.1,0,100.14,8.12,1.68
03-01-2019 04:00,-0.45,92.12%,0.1,0,100.19,7.97,1.49
03-01-2019 05:00,-0.71,91.69%,0.11,0,100.25,7.8,1.34
03-01-2019 06:00,-0.7,89.00%,0.09,0,100.32,7.96,1.29
03-01-2019 07:00,-0.51,85.50%,0.05,0,100.41,8.07,1.41
03-01-2019 08:00,-0.21,82.88%,0.04,22.24,100.47,7.83,1.73
03-01-2019 09:00,0.36,77.81%,0.05,59.45,100.48,7.79,2.33
03-01-2019 10:00,0.7,74.44%,0.07,93.79,100.46,8.04,2.77
03-01-2019 11:00,0.88,73.88%,0.18,133.29,100.42,8.3,3.01
03-01-2019 12:00,1.07,74.31%,0.31,125.77,100.36,8.59,2.92
03-01-2019 13:00,1.29,74.44%,0.39,110.8,100.32,8.93,2.93
03-01-2019 14:00,1.38,75.00%,0.33,99.66,100.31,9.08,2.82
03-01-2019 15:00,1.33,76.31%,0.21,73.38,100.31,8.95,2.56
03-01-2019 16:00,1.19,78.19%,0.15,16.21,100.32,8.5,2.24
03-01-2019 17:00,1.03,79.81%,0.05,0,100.31,8.12,2.01
03-01-2019 18:00,1,80.88%,0.02,0,100.28,8.27,1.96
03-01-2019 19:00,1.22,81.06%,0.01,0,100.27,9.03,2.14
03-01-2019 20:00,1.49,81.12%,0,0,100.23,10,2.33
03-01-2019 21:00,1.73,82.06%,0,0,100.17,10.05,2.4
03-01-2019 22:00,1.85,83.38%,0,0,100.12,9.7,2.41
03-01-2019 23:00,1.62,86.69%,0,0,100.05,8.71,2.21
04-01-2019 00:00,1.48,88.75%,0,0,99.97,8.58,2.18
04-01-2019 01:00,1.57,89.56%,0.21,0,99.94,9.22,2.26
04-01-2019 02:00,1.87,88.94%,0.21,0,100.01,10.39,2.44
04-01-2019 03:00,1.99,89.06%,0.21,0,99.97,10.14,2.5
04-01-2019 04:00,1.9,89.94%,0.02,0,99.9,9.52,2.41
04-01-2019 05:00,1.83,91.12%,0.04,0,99.82,9.35,2.37
04-01-2019 06:00,1.86,91.75%,0.05,0,99.81,9.52,2.4
04-01-2019 07:00,1.92,91.25%,0.09,0,99.84,9.77,2.44
04-01-2019 08:00,2.24,89.38%,0.09,61.11,99.85,10.18,2.78
04-01-2019 09:00,2.9,86.31%,0.06,194.39,99.88,10.78,3.33
04-01-2019 10:00,3.68,82.56%,0.01,320.16,99.87,10.94,3.77
04-01-2019 11:00,4.38,79.44%,0,393.22,99.77,10.27,4.14
04-01-2019 12:00,4.97,77.12%,0,408.61,99.65,8.78,4.4
04-01-2019 13:00,5.37,76.31%,0,372.42,99.57,7.26,4.48
04-01-2019 14:00,5.41,77.88%,0,292.3,99.52,5.98,4.28
04-01-2019 15:00,4.89,81.81%,0,161.24,99.52,5.35,3.54
04-01-2019 16:00,3.91,85.75%,0,33.19,99.55,5.51,2.41
04-01-2019 17:00,3.33,88.88%,0,0,99.57,5.38,2.05
04-01-2019 18:00,3.04,91.25%,0,0,99.58,5.02,1.93
04-01-2019 19:00,2.75,93.69%,0,0,99.59,4.55,1.79
04-01-2019 20:00,2.52,95.69%,0,0,99.58,4.04,1.66
04-01-2019 21:00,2.38,97.12%,0,0,99.51,3.27,1.54
04-01-2019 22:00,2.21,98.00%,0,0,99.44,2.71,1.46
04-01-2019 23:00,1.92,98.19%,0,0,99.42,2.64,1.51
05-01-2019 00:00,1.4,97.88%,0.01,0,99.4,3.04,1.61
05-01-2019 01:00,0.79,97.25%,0,0,99.36,4.17,1.62
05-01-2019 02:00,0.48,96.62%,0,0,99.32,5.15,1.62
05-01-2019 03:00,0.48,96.56%,0.01,0,99.29,5.25,1.7
05-01-2019 04:00,0.44,96.94%,0.01,0,99.29,4.87,1.71
05-01-2019 05:00,0.4,97.12%,0.02,0,99.31,4.73,1.78
05-01-2019 06:00,0.38,97.12%,0.02,0,99.33,4.79,1.87
05-01-2019 07:00,0.33,97.25%,0.02,0,99.37,4.91,1.87
05-01-2019 08:00,0.58,96.19%,0.01,53.84,99.43,4.93,2.3
05-01-2019 09:00,1.25,93.44%,0,58.43,99.49,4.54,2.98
05-01-2019 10:00,2.07,89.50%,0,122.23,99.52,3.55,3.61
05-01-2019 11:00,2.82,84.69%,0,142.12,99.48,2.28,4.14
05-01-2019 12:00,3.35,81.56%,0.01,170.39,99.46,1.64,4.23
05-01-2019 13:00,3.66,81.12%,0.01,186.16,99.47,2.33,4.17
05-01-2019 14:00,3.77,82.50%,0.01,116.74,99.5,3.38,3.8
05-01-2019 15:00,3.66,85.56%,0.01,80.12,99.55,3.79,3.19
05-01-2019 16:00,3.26,87.31%,0.01,28.69,99.61,4.33,2.33
05-01-2019 17:00,3.01,88.88%,0.01,0,99.65,4.98,2.05
05-01-2019 18:00,2.76,91.06%,0.02,0,99.67,5.55,1.98
05-01-2019 19:00,2.48,93.50%,0.05,0,99.67,5.77,1.96
05-01-2019 20:00,2.44,95.06%,0.12,0,99.65,5.93,2.25
05-01-2019 21:00,2.48,96.06%,0.07,0,99.62,6.27,2.54
05-01-2019 22:00,2.48,96.38%,0.04,0,99.61,6.42,2.57
05-01-2019 23:00,2.36,96.50%,0.03,0,99.63,6.15,2.29
06-01-2019 00:00,2.32,95.88%,0.02,0,99.68,6.28,2.12
06-01-2019 01:00,2.44,94.12%,0.21,0,99.8,6.44,2.18
06-01-2019 02:00,2.55,92.69%,0.27,0,99.92,6.61,2.26
06-01-2019 03:00,2.48,91.69%,0.15,0,100.02,6.84,2.19
06-01-2019 04:00,2.13,90.69%,0.07,0,100.14,6.91,2.06
06-01-2019 05:00,1.7,90.88%,0.03,0,100.31,6.91,1.95
06-01-2019 06:00,1.4,91.19%,0.02,0,100.48,7.2,1.93
06-01-2019 07:00,1.16,89.69%,0.02,0,100.63,7.6,1.9
06-01-2019 08:00,1.12,84.94%,0.01,45.12,100.79,7.76,2.28
06-01-2019 09:00,1.44,76.88%,0.01,135.67,100.94,8,2.84
06-01-2019 10:00,1.51,71.44%,0.02,224.84,101.06,8.21,3.17
06-01-2019 11:00,1.31,69.19%,0.05,283.7,101.15,7.84,3.3
06-01-2019 12:00,1.08,67.38%,0.07,330.89,101.2,7.4,3.26
06-01-2019 13:00,0.83,65.62%,0.06,285.83,101.27,7.08,3.08
06-01-2019 14:00,0.53,65.06%,0.03,245.73,101.39,7.05,2.73
06-01-2019 15:00,0.06,65.31%,0.01,130.8,101.5,6.98,2.17
06-01-2019 16:00,-0.76,67.12%,0,35.22,101.61,6.6,1.26
06-01-2019 17:00,-1.48,68.31%,0,0,101.74,6.53,0.8
06-01-2019 18:00,-1.89,68.25%,0,0,101.84,6.53,0.7
06-01-2019 19:00,-2.38,69.81%,0,0,101.92,6.47,0.51
06-01-2019 20:00,-2.99,72.19%,0,0,101.97,6.21,0.23
06-01-2019 21:00,-3.49,73.50%,0,0,102,5.88,0.14
06-01-2019 22:00,-3.86,74.12%,0,0,102,5.95,0.15
06-01-2019 23:00,-4.18,75.06%,0,0,102.02,6.08,0.06
07-01-2019 00:00,-4.31,75.62%,0,0,102.06,6,0.12
07-01-2019 01:00,-4.25,76.06%,0,0,102.09,6.14,0.19
07-01-2019 02:00,-4.06,76.94%,0,0,102.09,6.57,0.27
07-01-2019 03:00,-3.85,78.31%,0,0,102.01,7.25,0.37
07-01-2019 04:00,-3.6,79.06%,0,0,101.95,7.76,0.48
07-01-2019 05:00,-3.44,79.31%,0,0,101.99,7.72,0.57
07-01-2019 06:00,-3.26,79.44%,0,0,102.04,8.17,0.66
07-01-2019 07:00,-3.1,78.69%,0,0,102.01,9.06,0.74
07-01-2019 08:00,-2.88,77.50%,0,32.95,101.99,9.71,0.87
07-01-2019 09:00,-2.61,76.19%,0.02,77.06,101.96,10.21,1.08
07-01-2019 10:00,-2.32,74.81%,0.05,120.77,101.83,10.74,1.28
07-01-2019 11:00,-1.98,72.75%,0.1,51.59,101.59,10.91,1.44
07-01-2019 12:00,-1.78,73.31%,0.22,48.61,101.35,10.84,1.51
07-01-2019 13:00,-1.57,76.25%,0.18,72.43,101.17,10.77,1.55
07-01-2019 14:00,-1.31,81.06%,0.09,102.5,100.94,11.27,1.58
07-01-2019 15:00,-0.89,84.06%,0.04,55.71,100.62,11.91,1.65
07-01-2019 16:00,-0.03,82.25%,0.01,18.25,100.39,11.18,1.79
07-01-2019 17:00,1.11,77.31%,0.02,0,100.27,9.57,1.99
07-01-2019 18:00,2.12,73.94%,0.04,0,100.1,8.78,2.25
07-01-2019 19:00,2.69,75.38%,0.21,0,99.96,8.75,2.48
07-01-2019 20:00,2.58,82.69%,0.72,0,99.78,10.03,2.63
07-01-2019 21:00,2.76,87.81%,0.46,0,99.63,11.3,2.75
07-01-2019 22:00,4.18,85.06%,0.36,0,99.46,13.58,3.19
07-01-2019 23:00,5.66,86.75%,0.31,0,99.27,14.53,3.69
08-01-2019 00:00,6.82,91.12%,0.06,0,99.26,14.43,4.15
08-01-2019 01:00,7.01,94.50%,0.03,0,99.34,12.79,4.25
08-01-2019 02:00,5.96,97.06%,0,0,99.48,10.76,3.7
08-01-2019 03:00,4.7,95.69%,0,0,99.62,9.69,3.23
08-01-2019 04:00,4,91.31%,0,0,99.72,8.49,2.79
08-01-2019 05:00,3.35,91.38%,0,0,99.79,6.73,2.48
08-01-2019 06:00,2.99,92.25%,0.01,0,99.84,6.08,2.33
08-01-2019 07:00,2.86,92.62%,0.02,0,99.86,5.35,2.29
08-01-2019 08:00,2.94,92.44%,0.01,33.18,99.83,3.88,2.47
08-01-2019 09:00,3.51,91.31%,0,109.11,99.73,1.93,3.26
08-01-2019 10:00,4.15,87.12%,0,176.3,99.57,0.3,4.01
08-01-2019 11:00,4.23,89.88%,0.02,216.23,99.56,1.78,3.73
08-01-2019 12:00,4.58,88.00%,0.06,52.15,99.4,0.59,3.26
08-01-2019 13:00,4.46,90.62%,0.28,128.27,99.28,1.17,3.27
08-01-2019 14:00,4.52,92.38%,0.73,139.54,99.23,1.72,3.4
08-01-2019 15:00,4.58,93.31%,0.78,66.73,99.19,2.06,3.11
08-01-2019 16:00,4.52,94.81%,0.43,21.77,99.1,2.31,2.66
08-01-2019 17:00,4.46,96.50%,0.16,0,99.04,2.53,2.66
08-01-2019 18:00,4.41,97.75%,0.1,0,99,3.08,2.67
08-01-2019 19:00,4.13,97.69%,0.05,0,98.96,4.53,2.56
08-01-2019 20:00,3.33,97.12%,0.02,0,98.94,6.84,2.36
08-01-2019 21:00,2.76,95.00%,0.01,0,98.96,8.09,2.42
08-01-2019 22:00,2.33,94.44%,0.04,0,99.02,7.72,2.22
08-01-2019 23:00,2.24,94.38%,0.03,0,99.1,7.6,2.1
09-01-2019 00:00,2.44,92.50%,0.01,0,99.14,8.25,2.41
09-01-2019 01:00,2.49,89.50%,0.01,0,99.2,9.81,2.57
09-01-2019 02:00,2.15,88.94%,0.02,0,99.26,10,2.42
09-01-2019 03:00,1.81,88.69%,0.03,0,99.31,9.74,2.28
09-01-2019 04:00,1.4,84.38%,0.02,0,99.37,10.01,2.07
09-01-2019 05:00,0.86,81.62%,0.01,0,99.46,9.96,1.88
09-01-2019 06:00,0.56,81.12%,0.01,0,99.55,9.55,1.77
09-01-2019 07:00,0.45,80.81%,0.04,0,99.62,9.43,1.82
09-01-2019 08:00,0.38,79.81%,0.16,33.75,99.69,9.63,2.01
09-01-2019 09:00,0.39,77.88%,0.38,102.81,99.75,10.16,2.23
09-01-2019 10:00,0.29,76.31%,0.41,196.5,99.78,10.5,2.26
09-01-2019 11:00,0.19,72.75%,0.4,275.52,99.77,10.79,2.23
09-01-2019 12:00,0.09,70.25%,0.34,288.7,99.73,10.93,2.17
09-01-2019 13:00,0.05,70.38%,0.26,260.3,99.73,10.81,2.13
09-01-2019 14:00,0.21,70.56%,0.24,193.3,99.73,10.73,2.12
09-01-2019 15:00,0.26,71.19%,0.2,104.59,99.75,10.81,2.01
09-01-2019 16:00,-0.1,73.75%,0.16,31.48,99.8,10.94,1.7
09-01-2019 17:00,-0.64,77.19%,0.13,0,99.86,11.21,1.51
09-01-2019 18:00,-1.18,79.44%,0.08,0,99.91,11.41,1.37
09-01-2019 19:00,-1.54,80.25%,0.04,0,99.94,11.78,1.27
09-01-2019 20:00,-1.86,81.12%,0.04,0,99.96,12,1.2
09-01-2019 21:00,-2.02,81.06%,0.05,0,99.99,12.19,1.19
09-01-2019 22:00,-2.31,81.31%,0.06,0,100.02,12.36,1.11
09-01-2019 23:00,-2.59,81.38%,0.08,0,100.05,12.39,1.01
10-01-2019 00:00,-2.84,81.62%,0.12,0,100.12,12.45,0.94
10-01-2019 01:00,-3.13,82.44%,0.21,0,100.21,12.4,0.82
10-01-2019 02:00,-3.36,82.94%,0.13,0,100.28,12.08,0.69
10-01-2019 03:00,-3.56,83.81%,0.06,0,100.32,11.63,0.57
10-01-2019 04:00,-3.77,84.56%,0.04,0,100.38,11.39,0.41
10-01-2019 05:00,-4,85.31%,0.04,0,100.47,11.44,0.3
10-01-2019 06:00,-4.24,85.81%,0.04,0,100.55,11.32,0.19
10-01-2019 07:00,-4.48,86.19%,0.03,0,100.62,11.01,0.06
10-01-2019 08:00,-4.61,85.94%,0.02,57.82,100.7,10.71,0.19
10-01-2019 09:00,-4.49,84.19%,0.01,188.41,100.77,10.68,0.58
10-01-2019 10:00,-4.2,81.75%,0.01,324.82,100.83,10.53,0.96
10-01-2019 11:00,-3.91,79.31%,0.02,390.42,100.83,10.46,1.21
10-01-2019 12:00,-3.66,77.44%,0.02,381.32,100.81,10.54,1.32
10-01-2019 13:00,-3.54,76.31%,0.02,378.25,100.81,10.57,1.26
10-01-2019 14:00,-3.64,76.31%,0.02,305.37,100.86,10.39,1.01
10-01-2019 15:00,-4.02,77.69%,0.02,154.41,100.92,10.15,0.54
10-01-2019 16:00,-4.63,80.44%,0.03,41.77,100.99,9.81,-0.1
10-01-2019 17:00,-5.11,83.12%,0.03,0,101.09,9.7,-0.33
10-01-2019 18:00,-5.4,85.25%,0.01,0,101.17,9.42,-0.55
10-01-2019 19:00,-5.63,86.62%,0.01,0,101.22,9.06,-0.67
10-01-2019 20:00,-5.81,86.50%,0.01,0,101.26,8.72,-0.85
10-01-2019 21:00,-6,85.81%,0,0,101.28,8.43,-1.04
10-01-2019 22:00,-6.31,86.25%,0,0,101.3,8.18,-1.2
10-01-2019 23:00,-6.7,87.94%,0,0,101.32,8.09,-1.36
11-01-2019 00:00,-7.13,90.50%,0,0,101.35,8.02,-1.5
11-01-2019 01:00,-7.6,93.19%,0,0,101.4,7.84,-1.64
11-01-2019 02:00,-8.04,94.94%,0,0,101.47,7.57,-1.8
11-01-2019 03:00,-8.44,95.81%,0,0,101.49,7.37,-1.95
11-01-2019 04:00,-8.72,96.00%,0,0,101.54,7.31,-2.02
11-01-2019 05:00,-8.92,95.88%,0,0,101.61,7.27,-2.1
11-01-2019 06:00,-9.06,95.62%,0,0,101.68,7.1,-2.17
11-01-2019 07:00,-9.14,94.94%,0,0,101.75,6.7,-2.17
11-01-2019 08:00,-8.84,91.62%,0,53.05,101.83,6.29,-1.57
11-01-2019 09:00,-8.23,86.88%,0,182.7,101.93,5.91,-0.67
11-01-2019 10:00,-7.73,82.38%,0,303.28,102,5.02,0.05
11-01-2019 11:00,-7.13,77.25%,0,425.92,101.99,4.14,0.68
11-01-2019 12:00,-6.51,71.50%,0,406.16,101.95,3.37,1.12
11-01-2019 13:00,-5.98,66.62%,0,418.23,101.91,2.71,1.3
11-01-2019 14:00,-5.6,63.44%,0,316.88,101.88,2.23,1.16
11-01-2019 15:00,-5.36,63.12%,0,182.53,101.87,2.02,0.6
11-01-2019 16:00,-5.49,65.31%,0,49.28,101.9,1.96,-0.63
11-01-2019 17:00,-5.7,68.19%,0,0,101.95,1.98,-1.32
11-01-2019 18:00,-5.73,69.81%,0,0,102.02,2.32,-1.5
11-01-2019 19:00,-5.68,71.06%,0,0,102.1,2.53,-1.38
11-01-2019 20:00,-5.56,72.25%,0.01,0,102.12,2.69,-1
11-01-2019 21:00,-5.56,72.56%,0.01,0,102.12,2.56,-0.88
11-01-2019 22:00,-5.56,72.50%,0,0,102.13,2.36,-0.85
11-01-2019 23:00,-5.53,71.50%,0.01,0,102.11,2.04,-0.91
12-01-2019 00:00,-5.49,70.69%,0.01,0,102.1,1.93,-0.99
12-01-2019 01:00,-5.34,70.81%,0,0,102.12,2.03,-1.03
12-01-2019 02:00,-5.24,71.25%,0,0,102.14,2.23,-1.17
12-01-2019 03:00,-5.18,72.38%,0,0,102.16,2.5,-1.24
12-01-2019 04:00,-5.14,73.94%,0,0,102.19,2.7,-1.21
12-01-2019 05:00,-5.22,76.00%,0,0,102.22,2.95,-1.31
12-01-2019 06:00,-5.41,77.94%,0,0,102.26,3.21,-1.53
12-01-2019 07:00,-5.51,79.62%,0,0,102.32,3.38,-1.46
12-01-2019 08:00,-5.2,80.31%,0,38.18,102.38,3.76,-0.72
12-01-2019 09:00,-4.67,77.94%,0,115.23,102.43,4.46,0.26
12-01-2019 10:00,-4.48,77.44%,0,215.74,102.46,4.63,0.81
12-01-2019 11:00,-4.35,77.31%,0,237.12,102.44,4.6,1.15
12-01-2019 12:00,-4.25,76.94%,0,287.04,102.4,4.59,1.33
12-01-2019 13:00,-4.17,76.38%,0,210.23,102.35,4.62,1.25
12-01-2019 14:00,-4.19,76.00%,0,163.8,102.32,4.62,0.84
12-01-2019 15:00,-4.29,76.12%,0,109,102.3,4.55,0.43
12-01-2019 16:00,-4.51,76.81%,0,25.69,102.29,4.67,-0.1
12-01-2019 17:00,-4.63,77.62%,0,0,102.3,4.83,-0.38
12-01-2019 18:00,-4.57,76.69%,0,0,102.3,5.13,-0.45
12-01-2019 19:00,-4.5,75.19%,0,0,102.33,4.98,-0.52
12-01-2019 20:00,-4.42,74.44%,0,0,102.32,4.97,-0.6
12-01-2019 21:00,-4.34,74.75%,0,0,102.3,5.29,-0.68
12-01-2019 22:00,-4.26,75.75%,0,0,102.29,5.57,-0.7
12-01-2019 23:00,-4.16,76.75%,0,0,102.24,5.96,-0.65
13-01-2019 00:00,-4.13,77.81%,0,0,102.19,6.41,-0.63
13-01-2019 01:00,-4.28,79.12%,0,0,102.2,6.74,-0.69
13-01-2019 02:00,-4.74,81.25%,0,0,102.24,6.79,-0.93
13-01-2019 03:00,-5.36,84.12%,0,0,102.22,6.79,-1.34
13-01-2019 04:00,-5.8,86.12%,0,0,102.18,7,-1.51
13-01-2019 05:00,-6.16,87.62%,0,0,102.18,7.23,-1.6
13-01-2019 06:00,-6.5,89.56%,0,0,102.19,7.39,-1.7
13-01-2019 07:00,-6.74,91.62%,0,0,102.2,7.51,-1.77
13-01-2019 08:00,-6.49,91.25%,0,63.58,102.21,7.95,-1.14
13-01-2019 09:00,-6.02,89.94%,0,181.99,102.22,8.38,-0.32
13-01-2019 10:00,-5.67,88.94%,0,283.34,102.21,8.19,0.24
13-01-2019 11:00,-5.28,87.44%,0,384.76,102.14,7.81,0.68
13-01-2019 12:00,-4.99,86.38%,0,368.64,102.04,7.5,0.9
13-01-2019 13:00,-4.79,85.88%,0,365.86,101.97,7.24,0.92
13-01-2019 14:00,-4.69,85.75%,0,262.16,101.94,7.04,0.69
13-01-2019 15:00,-4.76,86.56%,0,149.42,101.92,6.77,0.21
13-01-2019 16:00,-5.19,88.81%,0,50.48,101.9,6.4,-0.7
13-01-2019 17:00,-5.6,91.25%,0,0,101.9,6.14,-1.31
13-01-2019 18:00,-5.66,91.81%,0,0,101.89,5.87,-1.48
13-01-2019 19:00,-5.69,92.00%,0,0,101.87,5.47,-1.63
13-01-2019 20:00,-5.71,92.12%,0,0,101.85,5.07,-1.77
13-01-2019 21:00,-5.74,92.31%,0,0,101.85,4.76,-1.88
13-01-2019 22:00,-5.71,91.81%,0,0,101.85,4.57,-1.97
13-01-2019 23:00,-5.63,91.06%,0,0,101.81,4.4,-2.04
14-01-2019 00:00,-5.5,90.62%,0,0,101.75,4.24,-2.1
14-01-2019 01:00,-5.28,90.06%,0,0,101.72,4.1,-2.07
14-01-2019 02:00,-4.99,88.94%,0,0,101.7,3.9,-1.92
14-01-2019 03:00,-4.74,87.44%,0,0,101.66,3.53,-1.88
14-01-2019 04:00,-4.54,85.62%,0,0,101.61,3.05,-1.9
14-01-2019 05:00,-4.36,83.25%,0,0,101.59,2.5,-2.12
14-01-2019 06:00,-4.18,79.88%,0,0,101.59,1.81,-2.31
14-01-2019 07:00,-4.09,76.25%,0,0,101.59,0.9,-2.38
14-01-2019 08:00,-3.94,73.75%,0,58.61,101.61,0.11,-1.26
14-01-2019 09:00,-3.35,72.25%,0,133.73,101.63,0.39,0.8
14-01-2019 10:00,-2.76,69.50%,0,245.85,101.62,0.73,1.83
14-01-2019 11:00,-2.34,68.38%,0,335.55,101.54,1.05,2.35
14-01-2019 12:00,-1.97,67.69%,0,379.96,101.43,1.44,2.51
14-01-2019 13:00,-1.59,67.50%,0,376.09,101.35,1.82,2.47
14-01-2019 14:00,-1.24,67.75%,0,307.27,101.3,2.29,2.08
14-01-2019 15:00,-0.99,69.06%,0,174.91,101.26,2.79,1.55
14-01-2019 16:00,-1.24,72.81%,0,45.45,101.22,3.08,0.51
14-01-2019 17:00,-1.37,74.69%,0,0,101.23,3.6,0.31
14-01-2019 18:00,-1.42,76.88%,0,0,101.23,4.14,0.33
14-01-2019 19:00,-1.67,79.62%,0,0,101.21,4.69,0.16
14-01-2019 20:00,-2.05,82.44%,0,0,101.2,5.09,-0.05
14-01-2019 21:00,-2.24,84.25%,0,0,101.19,5.15,0.11
14-01-2019 22:00,-2.38,85.25%,0,0,101.17,5.14,0.1
14-01-2019 23:00,-2.44,85.62%,0,0,101.13,5.13,0.05
15-01-2019 00:00,-2.45,85.94%,0,0,101.1,5.18,-0.06
15-01-2019 01:00,-2.39,86.06%,0,0,101.1,5.26,-0.14
15-01-2019 02:00,-2.22,85.62%,0,0,101.1,5.29,-0.13
15-01-2019 03:00,-1.91,84.69%,0,0,101.06,5.34,0.11
15-01-2019 04:00,-1.52,83.56%,0,0,101.01,5.51,0.42
15-01-2019 05:00,-1.27,83.38%,0,0,101,5.72,0.59
15-01-2019 06:00,-1.15,84.06%,0,0,101,5.93,0.71
15-01-2019 07:00,-1.16,85.25%,0,0,100.99,6.13,0.7
15-01-2019 08:00,-0.96,85.56%,0,39.7,101,6.39,1.01
15-01-2019 09:00,-0.45,84.25%,0,91.3,101,6.59,1.57
15-01-2019 10:00,0.08,82.56%,0,119.12,100.99,6.79,2.02
15-01-2019 11:00,0.51,80.81%,0,163.19,100.92,7.18,2.37
15-01-2019 12:00,0.7,79.75%,0,170.88,100.83,7.48,2.43
15-01-2019 13:00,0.73,79.56%,0,120.37,100.78,7.71,2.38
15-01-2019 14:00,0.65,79.69%,0,72.46,100.75,8.09,2.23
15-01-2019 15:00,0.4,80.44%,0,37.84,100.73,8.6,1.87
15-01-2019 16:00,-0.02,81.69%,0,32.41,100.7,8.99,1.42
15-01-2019 17:00,-0.48,83.31%,0,0,100.69,9.44,1.21
15-01-2019 18:00,-0.94,84.81%,0,0,100.66,9.84,1.03
15-01-2019 19:00,-1.35,85.94%,0,0,100.62,10.11,0.83
15-01-2019 20:00,-1.46,86.00%,0,0,100.53,10.36,0.71
